variant,quarter,selection_rank,selected_sleeve,selected_sleeve_rank,ticker,right_tail_exception_score,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct,snapshot_date,tradable_date,hc_score,entry_score_0_100,score,composite_score,tier_0_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,hp0_high_price_broad,hp1_quality_pullback,hp2_dislocation_momentum_priority,hp2_dislocation_momentum_watch,hp3_large_quality_theme_exception,hp4_score_reacceleration_watch,hp_production_extension,hp_research_extension,hp_LLM_best,rm1_low_price_dislocation_momentum,rm2_weak_acceleration,rm3_mid_price_dislocation_momentum,rm4_persistent_repricing_wave,rm_buy_review_flag,primary_theme,secondary_themes,theme_role,theme_confidence,theme_driver_type,theme_momentum,theme_acceleration_score,theme_tailwind_score,theme_acceleration_research_visibility,theme_acceleration_rescan_flag,akg_universe_tier,tier_structure_score,hp_structure_score,scoring_formula_version,tier_rule_version,hp_rule_version,rm_rule_version,theme_rule_version,repricing_momentum_priority,market_repricing_score,macro_entry_action,risk_penalty_score,post_llm_demote_flag,winner_90d_30pct,loser_90d_minus30pct,entry_open,entry_qoq_pct,prior_entry_qoq_pct,score_change,pre_llm_fundamental_score,pre_llm_fundamental_bucket,revenue_bucket,repricing_momentum_extension,post_llm_candidate_flag,post_llm_high_priority_flag,causal_change,negative_revision_risk,narrative_delta_bucket,operating_leverage_quality,durability,score_addition,macro_mode,macro_spy,macro_position_size_multiplier,total_structure_score,llm_business_improvement_score,fundamental_rerating_score,entry_raw_score,selected,right_tail_exception_score_contributions,right_tail_exception_reason_codes,operating_setting,operating_setting_validation_status,portfolio_max_positions,rm_signal_bucket,rm_active_fields,rm_operating_guidance,hp_signal_bucket,hp_active_fields,hp_operating_guidance,macro_permission_guidance,akg_theme_validation_guidance,portfolio_treatment,right_tail_exception_warning_codes
top15_rm1_priority_max2_rm2plus,2023Q3,3,right_tail_exception,3,ARLO,128.0,4.9145,4.3804,13.1410,2.2436,-5.5556,2023-08-11,2023-08-11,,97,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,11,,0,0,False,False,9.360000,26.32,78.55,0,-1,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,12,97,,"{""entry_score_0_100"": 97.0, ""market_repricing_score_gte_10"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
top15_rm1_priority_max2_rm2plus,2023Q3,4,right_tail_exception,4,CIFR,128.0,-24.8684,-9.2105,-20.7895,-32.8947,1.3158,2023-08-09,2023-08-09,,89,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,bitcoin_mining_halving_positioning,"[""low_cost_power"", ""fixed_price_power"", ""crypto_market_cycle"", ""data_center_expansion""]",direct_beneficiary,high,margin,accelerating,,0,,,,30,0,,,,,,Repricing momentum priority,20,,2,0,False,False,3.8,82.69,19.54,0,-2.0,weak,<$100M,Repricing momentum extension,1,0,2,2,constructive,2,1,1,,,,30,30,11,89,,"{""entry_score_0_100"": 89.0, ""market_repricing_score_gte_10"": 8.0, ""primary_theme"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""PRIMARY_THEME"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
top15_rm1_priority_max2_rm2plus,2023Q3,5,right_tail_exception,5,VRT,125.0,1.4076,4.6334,14.7507,12.6393,17.9765,2023-08-03,2023-08-03,,80,,,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,,14,,1,0,False,False,34.099998,143.5714,-11.95,-3.0000,-1.0,weak,$2B-$10B,,1,1,3,1,inflecting,2,2,3,,,,18,45,4,80,,"{""entry_score_0_100"": 80.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0, ""market_repricing_score_gte_10"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""HP_LLM_BEST"", ""HP_SIGNAL"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,1,"[""hp_LLM_best""]",HP_USEFUL_BUT_HIGHER_LEFT_TAIL_RISK,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
high_conviction_top15_v3_exception_sleeve,2023Q4,1,right_tail_exception,1,NPKI,124.0,-1.9499,-0.2786,0.2786,-8.9136,-7.9387,2023-11-01,2023-11-01,,93,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,11,,1,0,False,False,7.180000,37.02,35.05,-3,-2,weak,$100M-$500M,Repricing momentum extension,1,1,2,1,inflecting,2,1,3,,,,29,45,9,93,,"{""entry_score_0_100"": 93.0, ""market_repricing_score_gte_10"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
high_conviction_top15_v3_exception_sleeve,2023Q4,2,right_tail_exception,2,MTRX,123.0,-9.4424,-11.0611,-15.2878,-11.9604,-17.1763,2023-11-09,2023-11-09,,92,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,22,0,,,,,,Repricing momentum priority,11,,0,0,False,False,11.120000,21.26,68.26,0,0,mixed,$500M-$1B,Repricing momentum extension,1,0,3,2,constructive,1,2,1,,,,22,45,14,92,,"{""entry_score_0_100"": 92.0, ""market_repricing_score_gte_10"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
high_conviction_top15_v3_exception_sleeve,2023Q4,3,right_tail_exception,3,AAOI,118.0,55.6512,42.6265,99.7847,134.3380,103.3369,2023-11-10,2023-11-10,,87,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,datacenter optical network transition,"[""400G optical products"", ""gross margin recovery""]",direct_beneficiary,high,margin,accelerating,,0,,,,29,0,,,,,,,5,,1,0,True,False,9.29,10.99,,0,-3.0,weak,$100M-$500M,,1,1,2,1,inflecting,2,1,3,,,,29,45,9,87,,"{""entry_score_0_100"": 87.0, ""primary_theme"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""PRIMARY_THEME""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
high_conviction_top15_v3_exception_sleeve,2023Q4,4,right_tail_exception,4,ANF,118.0,5.1327,14.1185,24.6562,39.7005,65.0374,2023-11-24,2023-11-24,,81,,,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,,6,,0,0,True,False,73.449997,42.9544,76.5,1.0000,-1.0,weak,$1B-$2B,,1,0,3,1,inflecting,1,2,3,,,,18,45,12,81,,"{""entry_score_0_100"": 81.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""HP_LLM_BEST"", ""HP_SIGNAL"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,1,"[""hp_LLM_best""]",HP_USEFUL_BUT_HIGHER_LEFT_TAIL_RISK,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
high_conviction_top15_v3_exception_sleeve,2023Q4,5,right_tail_exception,5,POWL,118.0,1.2159,-1.3706,-10.7881,40.9749,83.6631,2023-12-06,2023-12-06,,81,,,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,,6,,0,0,True,False,30.156668,22.2568,49.8,1.0000,-1.0,weak,$100M-$500M,,1,1,3,2,inflecting,2,2,3,,,,18,45,12,81,,"{""entry_score_0_100"": 81.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""HP_LLM_BEST"", ""HP_SIGNAL"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,1,"[""hp_LLM_best""]",HP_USEFUL_BUT_HIGHER_LEFT_TAIL_RISK,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
top15_conservative_10_core_3_exception,2023Q4,1,right_tail_exception,1,NPKI,124.0,-1.9499,-0.2786,0.2786,-8.9136,-7.9387,2023-11-01,2023-11-01,,93,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,11,,1,0,False,False,7.180000,37.02,35.05,-3,-2,weak,$100M-$500M,Repricing momentum extension,1,1,2,1,inflecting,2,1,3,,,,29,45,9,93,,"{""entry_score_0_100"": 93.0, ""market_repricing_score_gte_10"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
top15_conservative_10_core_3_exception,2023Q4,2,right_tail_exception,2,MTRX,123.0,-9.4424,-11.0611,-15.2878,-11.9604,-17.1763,2023-11-09,2023-11-09,,92,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,22,0,,,,,,Repricing momentum priority,11,,0,0,False,False,11.120000,21.26,68.26,0,0,mixed,$500M-$1B,Repricing momentum extension,1,0,3,2,constructive,1,2,1,,,,22,45,14,92,,"{""entry_score_0_100"": 92.0, ""market_repricing_score_gte_10"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
top15_conservative_10_core_3_exception,2023Q4,3,right_tail_exception,3,AAOI,118.0,55.6512,42.6265,99.7847,134.3380,103.3369,2023-11-10,2023-11-10,,87,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,datacenter optical network transition,"[""400G optical products"", ""gross margin recovery""]",direct_beneficiary,high,margin,accelerating,,0,,,,29,0,,,,,,,5,,1,0,True,False,9.29,10.99,,0,-3.0,weak,$100M-$500M,,1,1,2,1,inflecting,2,1,3,,,,29,45,9,87,,"{""entry_score_0_100"": 87.0, ""primary_theme"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""PRIMARY_THEME""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
top15_rm1_priority_max2_rm2plus,2023Q4,1,right_tail_exception,1,NPKI,124.0,-1.9499,-0.2786,0.2786,-8.9136,-7.9387,2023-11-01,2023-11-01,,93,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,11,,1,0,False,False,7.180000,37.02,35.05,-3,-2,weak,$100M-$500M,Repricing momentum extension,1,1,2,1,inflecting,2,1,3,,,,29,45,9,93,,"{""entry_score_0_100"": 93.0, ""market_repricing_score_gte_10"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
top15_rm1_priority_max2_rm2plus,2023Q4,2,right_tail_exception,2,MTRX,123.0,-9.4424,-11.0611,-15.2878,-11.9604,-17.1763,2023-11-09,2023-11-09,,92,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,22,0,,,,,,Repricing momentum priority,11,,0,0,False,False,11.120000,21.26,68.26,0,0,mixed,$500M-$1B,Repricing momentum extension,1,0,3,2,constructive,1,2,1,,,,22,45,14,92,,"{""entry_score_0_100"": 92.0, ""market_repricing_score_gte_10"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
top15_rm1_priority_max2_rm2plus,2023Q4,3,right_tail_exception,3,AAOI,118.0,55.6512,42.6265,99.7847,134.3380,103.3369,2023-11-10,2023-11-10,,87,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,datacenter optical network transition,"[""400G optical products"", ""gross margin recovery""]",direct_beneficiary,high,margin,accelerating,,0,,,,29,0,,,,,,,5,,1,0,True,False,9.29,10.99,,0,-3.0,weak,$100M-$500M,,1,1,2,1,inflecting,2,1,3,,,,29,45,9,87,,"{""entry_score_0_100"": 87.0, ""primary_theme"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""PRIMARY_THEME""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
top15_rm1_priority_max2_rm2plus,2023Q4,4,right_tail_exception,4,ANF,118.0,5.1327,14.1185,24.6562,39.7005,65.0374,2023-11-24,2023-11-24,,81,,,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,,6,,0,0,True,False,73.449997,42.9544,76.5,1.0000,-1.0,weak,$1B-$2B,,1,0,3,1,inflecting,1,2,3,,,,18,45,12,81,,"{""entry_score_0_100"": 81.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""HP_LLM_BEST"", ""HP_SIGNAL"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,1,"[""hp_LLM_best""]",HP_USEFUL_BUT_HIGHER_LEFT_TAIL_RISK,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
top15_rm1_priority_max2_rm2plus,2023Q4,5,right_tail_exception,5,POWL,118.0,1.2159,-1.3706,-10.7881,40.9749,83.6631,2023-12-06,2023-12-06,,81,,,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,,6,,0,0,True,False,30.156668,22.2568,49.8,1.0000,-1.0,weak,$100M-$500M,,1,1,3,2,inflecting,2,2,3,,,,18,45,12,81,,"{""entry_score_0_100"": 81.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""HP_LLM_BEST"", ""HP_SIGNAL"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,1,"[""hp_LLM_best""]",HP_USEFUL_BUT_HIGHER_LEFT_TAIL_RISK,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
high_conviction_top15_v3_exception_sleeve,2024Q1,1,right_tail_exception,1,HRTG,126.0,16.8362,24.1808,13.1073,1.1299,-7.9096,2024-03-12,2024-03-12,,95,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,10,,0,0,False,False,8.850000,59.17,14.17,0,-2,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,11,95,,"{""entry_score_0_100"": 95.0, ""market_repricing_score_gte_10"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
high_conviction_top15_v3_exception_sleeve,2024Q1,2,right_tail_exception,2,AIOT,125.0,43.3437,58.5139,29.7214,69.6594,39.3189,2024-03-13,2024-03-13,,94,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,30,0,,,,,,Repricing momentum priority,10,,2,0,True,False,3.230000,55.29,-11.11,0,-2,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,30,45,11,94,,"{""entry_score_0_100"": 94.0, ""market_repricing_score_gte_10"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
