quarter,ticker,event_date,revenue_bucket,revenue_value_millions,avg_dollar_volume_60d,earnings_score,earnings_score_bucket,guidance_torque,earnings_torque,segment_wave_torque,margin_quality,warning_penalty,guidance_vs_current_pct,score_status,score_missing_fields,extraction_source,quarter_revenue_millions,quarter_revenue_yoy_pct,guidance_revenue_millions,numeric_evidence_count,guidance_evidence_count,wave_or_demand_evidence_count,warning_or_risk_evidence_count,exhibit_doc_count,exhibit_text_len,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
2024Q3,TLS,2024-08-09,<$100M,35.222,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,24,,,6,6,6,6,1,26347,2024-08-12,2.050000,62.4390,71.7073,57.5610,72.6829,107.0732
2024Q3,TMCI,2024-08-06,<$100M,42.195,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,44.5,,,5,4,6,6,1,18688,2024-08-07,6.450000,-1.0853,-4.8062,-17.3643,-18.7597,-10.6977
2024Q3,TMDX,2024-07-31,<$100M,41.554,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,114.3,,,5,3,6,4,1,11680,2024-08-01,164.839996,-1.0980,4.9199,-3.3123,-4.7561,-50.3033
2024Q3,TMP,2024-07-26,<$100M,18.797,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,0,6,6,2,36899,2024-07-29,64.660004,-12.3260,-9.1401,-6.1243,-11.1042,3.2323
2024Q3,TNGX,2024-08-07,<$100M,5.766,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,7.8,,,2,4,6,6,1,15031,2024-08-08,9.030000,18.2724,25.5814,1.4396,-22.5914,-64.1196
2024Q3,TPST,2024-08-08,<$100M,0.204,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,1,6,3,1,11754,2024-08-09,17.940001,5.0725,-2.1739,-7.2464,0.7246,-23.1884
2024Q3,TRDA,2024-08-13,<$100M,25.26,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,94.7,,,4,2,6,6,1,12829,2024-08-14,16.000000,5.6875,-2.1875,-6.2500,11.4375,23.6875
2024Q3,TRNR,2024-08-14,<$100M,0.157,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,6,6,6,1,28732,2024-08-15,6770.000000,-12.8508,-33.6780,-52.8804,-79.6160,-91.3885
2024Q3,TSHA,2024-08-12,<$100M,4.706,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,4,6,6,1,16271,2024-08-13,2.050000,7.3171,0.4878,6.8293,-2.9268,-20.4878
2024Q3,TTI,2024-07-31,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,172,,,6,6,6,6,1,36250,2024-08-01,3.720000,-14.7849,-15.0538,-19.3548,-16.6667,-2.6882
2024Q3,TVTX,2024-08-01,<$100M,30.888,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,27.1,,,4,6,6,6,1,28338,2024-08-02,10.020000,-12.6747,-14.4711,-4.1916,39.6207,74.6507
2024Q3,TZOO,2024-07-25,<$100M,21.601,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,21.1,,,6,5,6,4,2,24031,2024-07-26,9.280000,2.5862,28.0172,27.0474,40.6250,61.9612
2024Q3,UE,2024-07-31,<$100M,99.441,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,2,136162,2024-08-01,20.410000,-4.3116,-1.0779,1.8128,4.8016,10.6810
2024Q3,UHT,2024-07-24,<$100M,23.226,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,0,6,3,1,17408,2024-07-25,42.259998,-1.5144,-0.4733,5.3242,8.4714,-1.6327
2024Q3,UMH,2024-08-06,<$100M,52.607,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,8.2,,,6,3,6,6,1,43878,2024-08-07,19.610001,-1.7848,-1.2749,-0.1020,-5.0484,-4.7425
2024Q3,UPLD,2024-08-01,<$100M,77.056,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,69.3,,,6,6,6,6,1,25543,2024-08-02,2.250000,-15.5556,-8.0000,-6.2222,4.8889,-4.0000
2024Q3,URGN,2024-08-13,<$100M,17.192,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,21.8,,,4,6,6,6,1,22844,2024-08-14,15.360000,-6.9661,-11.7187,-14.5833,-20.1823,-19.5963
2024Q3,USLM,2024-07-31,<$100M,66.777,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,76.5,,,5,2,6,4,1,9150,2024-08-01,84.980003,-14.0151,-7.4017,-10.3907,14.9212,25.9943
2024Q3,UVSP,2024-07-25,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,0,6,6,1,39183,2024-07-26,29.100000,-12.1993,-10.3780,-3.2646,-6.3574,-2.8179
2024Q3,VCEL,2024-08-01,<$100M,41.017,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,52.7,,,6,5,6,5,1,15401,2024-08-02,46.970001,-3.2361,1.1284,4.4071,-14.7328,-6.2380
2024Q3,VCYT,2024-08-06,<$100M,82.422,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,114.4,,,6,5,6,6,1,26086,2024-08-07,26.200001,23.4351,22.1374,9.0458,29.2748,37.1374
2024Q3,VELO,2024-08-14,<$100M,26.687,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,21,,,6,6,6,6,1,21057,2024-08-15,23.250000,-21.9355,-16.7742,-75.3548,-40.0000,-2.5806
2024Q3,VERI,2024-08-08,<$100M,30.263,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,31,,34,6,6,6,6,1,54263,2024-08-09,2.620000,41.9847,11.8321,10.3054,59.9237,39.6947
2024Q3,VERU,2024-08-08,<$100M,9.094,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,4,,,2,3,6,6,1,19456,2024-08-09,8.200000,2.4390,0.0000,6.0976,1.2195,-10.9756
2024Q3,VICR,2024-07-23,<$100M,97.816,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,85.9,,,6,1,6,6,1,9423,2024-07-24,37.750000,-3.0464,-2.5695,3.4437,-0.7417,15.0728
2024Q3,VIR,2024-08-01,<$100M,62.957,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,3.1,,,2,6,6,6,1,20621,2024-08-02,9.380000,-9.7015,-11.3006,-17.0576,-19.4030,-20.1493
2024Q3,VIRC,2024-09-09,<$100M,34.943,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,1,6,5,1,15418,2024-09-10,13.170000,5.4670,4.8595,5.0114,23.2346,1.8983
2024Q3,VKTX,2024-07-24,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,1,6,6,6,1,26941,2024-07-25,59.000000,-11.8644,-1.3559,11.0508,10.1864,2.3559
2024Q3,VMD,2024-08-07,<$100M,39.556,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,55,,,6,2,6,6,1,19761,2024-08-08,6.400000,14.2187,15.9375,15.6250,32.5000,42.8125
2024Q3,VNDA,2024-07-31,<$100M,62.498,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,50.5,,,6,6,6,6,1,18998,2024-08-01,5.860000,-12.4573,-7.8498,-13.3106,-19.9659,-22.1843
2024Q3,VPG,2024-08-06,<$100M,88.864,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,77.4,,,6,2,6,6,1,22496,2024-08-07,28.870001,-4.5376,-5.5074,-13.6474,-16.1413,-23.1036
2024Q3,VRA,2024-09-11,<$100M,94.362,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,110.8,,,6,5,6,6,1,34330,2024-09-12,4.760000,13.6555,5.4622,17.2269,13.8655,-0.4202
2024Q3,VRCA,2024-08-14,<$100M,0.037,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,4.9,,,6,6,6,6,2,73709,2024-08-15,33.400002,-23.0539,-31.1377,-43.4132,-57.4850,-74.6707
2024Q3,VRDN,2024-08-08,<$100M,0.462,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,2,6,5,1,14292,2024-08-09,15.270000,3.6673,-1.7682,-7.0727,53.2416,61.8206
2024Q3,VRE,2024-07-24,<$100M,62.598,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,82,,,6,6,6,6,2,104660,2024-07-25,15.700000,-1.0828,4.3949,7.8344,13.8853,11.0191
2024Q3,VRRM,2024-08-08,<$100M,24.346,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,222.4,,,6,6,6,6,1,31762,2024-08-09,25.000000,10.0800,9.7600,5.9600,9.7200,-6.9600
2024Q3,VTGN,2024-08-13,<$100M,0.354,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,2,6,5,1,16424,2024-08-14,3.200000,15.6250,5.0000,2.8125,-5.6250,-8.4375
2024Q3,VTS,2024-08-05,<$100M,57.961,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,65.6,,,6,6,6,6,1,19904,2024-08-06,22.820000,8.9395,11.3935,7.8878,13.7599,9.9912
2024Q3,VTSI,2024-08-12,<$100M,10.027,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,6.1,,,6,5,6,6,1,19031,2024-08-13,7.000000,3.5714,-11.8571,-8.5714,-9.1429,-0.3571
2024Q3,WAFD,2024-07-17,<$100M,12.541,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,1,6,6,2,47935,2024-07-18,33.590000,5.2396,-1.9649,4.4656,7.0557,9.4671
2024Q3,WASH,2024-07-22,<$100M,50.476,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,9.7,,,5,4,6,6,1,45003,2024-07-23,30.790001,-4.4170,-7.8597,-1.8513,5.9760,3.5726
2024Q3,WEAV,2024-07-31,<$100M,39.565,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,50.6,,,6,4,6,6,1,27883,2024-08-01,11.000000,-4.3636,-0.0909,0.0000,16.3636,25.3636
2024Q3,WGS,2024-07-30,<$100M,43.139,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,265,,,6,6,6,6,2,42484,2024-07-31,35.000000,-4.3429,-2.0571,-8.7429,21.2571,140.0571
2024Q3,WHLR,2024-08-06,<$100M,26.066,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,26.3,,,6,2,6,6,2,63299,2024-08-07,218484.000000,-13.8408,-36.6782,254.6713,44.8674,-12.2261
2024Q3,WINA,2024-07-17,<$100M,20.524,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,0,6,1,2,9521,2024-07-18,405.209991,-2.8899,-12.2726,-8.8547,-10.9153,-7.0753
2024Q3,WKHS,2024-08-20,<$100M,1.693,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.8,,,5,6,6,6,1,17715,2024-08-21,146.850006,-36.9765,-29.0092,-25.4341,-18.3861,24.6170
2024Q3,WLFC,2024-08-01,<$100M,89.535,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,151.1,,,6,1,6,2,1,12705,2024-08-02,100.000000,-8.1300,9.5000,2.3100,44.7200,81.3300
2024Q3,WT,2024-07-26,<$100M,82.044,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,1,6,6,1,41980,2024-07-29,11.750000,-17.8723,-13.9574,-13.9574,-14.2128,-11.1489
2024Q3,WULF,2024-08-12,<$100M,9.205,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,35.6,,,6,6,6,6,2,47844,2024-08-13,3.650000,35.0685,4.6575,18.0822,23.0137,141.6438
2024Q3,WVE,2024-08-08,<$100M,12.929,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,19.7,,,2,6,6,6,2,47428,2024-08-09,5.750000,1.3913,-0.6957,4.0000,39.1304,157.9130
2024Q3,XAIR,2024-08-09,<$100M,1.159,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,10,,10,3,6,6,6,1,23873,2024-08-12,9.260000,-8.4233,-7.7754,-16.4147,-26.3499,10.1512
2024Q3,XENE,2024-08-08,<$100M,0.311,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,1,16435,2024-08-09,36.919998,7.1777,9.1549,4.5775,11.1051,23.8895
2024Q3,XERS,2024-07-08,<$100M,33.196,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,47,,,0,2,6,2,1,8187,2024-07-09,2.110000,12.3223,19.4313,5.6872,26.5403,38.8626
2024Q3,XFOR,2024-08-08,<$100M,3.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.6,,,5,5,6,5,1,17889,2024-08-09,19.799999,7.2727,5.0000,0.7576,-18.0303,-6.5151
2024Q3,XPOF,2024-08-01,<$100M,2.98,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,76.5,,,6,6,6,6,1,32206,2024-08-02,10.000000,41.2000,39.5000,26.6000,18.7000,22.5000
2024Q3,XPON,2024-08-14,<$100M,1.507,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1.3,,,3,2,6,6,2,19641,2024-08-15,8.700000,-13.7931,-22.9885,-37.9310,-59.5402,-61.3793
2024Q3,XRN,2024-08-06,<$100M,36.23,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,34.2,,,6,6,6,6,2,66979,2024-08-07,46.549999,-0.3222,0.7519,-1.8260,0.9667,-0.9667
2024Q3,XXII,2024-08-13,<$100M,8.926,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,4.1,,,6,2,6,6,1,18863,2024-08-14,32369.625000,-35.9712,-57.4101,-50.7914,-77.2662,-85.4676
2024Q3,YEXT,2024-09-04,<$100M,99.453,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,97.9,,420,6,6,6,6,2,86891,2024-09-05,5.410000,20.1479,18.4843,20.7024,32.9020,58.9649
2024Q3,YORW,2024-08-02,<$100M,15.401,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,1,6,6,1,3711,2024-08-05,40.009998,-3.3492,-4.9988,-3.7491,-8.8228,-11.4221
2024Q3,ZLAB,2024-08-06,<$100M,62.797,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,100.1,,,3,6,6,6,1,22969,2024-08-07,20.500000,-17.1220,-5.7073,-3.1707,28.5366,50.8293
2024Q3,ZNTL,2024-08-09,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,1,6,6,1,14299,2024-08-12,3.330000,-7.5075,-3.0030,-2.4024,-10.2102,21.0210
2024Q3,ZYME,2024-08-01,<$100M,35.578,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,29.3,,,1,2,6,6,1,24149,2024-08-02,10.600000,-2.2642,5.2830,8.6792,16.5094,29.2453
