quarter,ticker,event_date,event_accession,revenue_bucket,revenue_value,net_income_value,assets_value,financing_cash_flow_value,investing_cash_flow_value,operating_cash_flow_value,earnings_score,earnings_score_bucket,guidance_torque,earnings_torque,segment_wave_torque,margin_quality,warning_penalty,guidance_vs_current_pct,score_status,score_missing_fields,extraction_source,quarter_revenue_millions,quarter_revenue_yoy_pct,quarter_revenue_qoq_pct,guidance_revenue_millions,guidance_gross_margin_pct,numeric_evidence_count,guidance_evidence_count,wave_or_demand_evidence_count,warning_or_risk_evidence_count,primary_text_len,exhibit_text_len,json_path,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
2024Q3,BCO,2024-08-07,0000078890-24-000269,$1B-$2B,1185400000,15000000,6601800000,-97100000,-57600000,41100000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,4127,103032,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BCO/BCO_2024-08-07_000007889024000269.json,2024-08-08,94.669998,9.8447,14.6403,10.3201,16.3515,8.4610
2024Q3,BCPC,2024-07-26,0001628280-24-033055,$100M-$500M,232540000,22710000,1597211000,-33318000,-10061000,34838000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,234.1,,,,,6,3,6,6,3277,25414,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BCPC/BCPC_2024-07-26_000162828024033055.json,2024-07-29,181.850006,-7.5172,-7.1103,-5.5815,-3.6954,-6.0819
2024Q3,BDC,2024-08-01,0000913142-24-000027,$500M-$1B,641789000,63192000,3240191000,-63797000,-3843000,-31872000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,604,,,,,6,6,6,6,3549,24841,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BDC/BDC_2024-08-01_000091314224000027.json,2024-08-02,97.010002,-2.4018,7.2054,4.1645,19.6784,17.3797
2024Q3,BDN,2024-07-24,0000790816-24-000033,$100M-$500M,129227000,-5259000,3732447000,134332000,-45023000,5375000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1,,,,,6,6,6,6,4399,32172,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BDN/BDN_2024-07-24_000079081624000033.json,2024-07-25,4.720000,-0.2119,6.1441,11.4407,9.7458,14.8305
2024Q3,BDX,2024-08-01,0000010795-24-000064,$2B-$10B,9407000000,969000000,52780000000,835000000,-524000000,2721000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,5000,,,,,6,6,6,6,4324,49645,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BDX/BDX_2024-08-01_000001079524000064.json,2024-08-02,186.320755,-1.2110,-0.7173,2.1857,1.9705,-1.4388
2024Q3,BE,2024-08-08,0001628280-24-036108,$100M-$500M,275191000,-74917000,2413677000,306487000,-26574000,-314710000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,335.8,,,,,6,6,6,6,3808,33333,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BE/BE_2024-08-08_000162828024036108.json,2024-08-09,12.100000,-2.5620,-1.6529,-19.4215,-15.2893,-11.8182
2024Q3,BEN,2024-07-26,0000038777-24-000112,$2B-$10B,3894300000,359800000,30121200000,1986800000,-2221300000,-329600000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,1,6,6,4215,28707,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BEN/BEN_2024-07-26_000003877724000112.json,2024-07-29,22.990000,-4.5672,-1.1309,-14.7020,-9.5694,-9.6129
2024Q3,BFH,2024-07-25,0001101215-24-000173,$2B-$10B,3411500000,455000000,23141000000,-3834000000,3141000000,398000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,13,,,,,6,6,6,6,4555,77066,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BFH/BFH_2024-07-25_000110121524000173.json,2024-07-26,53.150002,-16.2371,0.5833,5.9266,-11.5710,-5.8137
2024Q3,BGS,2024-08-06,0001558370-24-011078,$500M-$1B,511814000,3415000,3463290000,-126483000,47505000,69527000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1945,,,,,6,4,6,6,3241,57702,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BGS/BGS_2024-08-06_000155837024011078.json,2024-08-07,8.520000,-1.4085,0.9390,2.1127,-3.5211,3.5211
2024Q3,BHE,2024-07-30,0000950170-24-087893,$500M-$1B,694695000,12360000,2274755000,67024000,-38712000,-24906000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,666,,,,,6,6,6,6,3650,26372,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BHE/BHE_2024-07-30_000095017024087893.json,2024-07-31,44.320000,-7.9874,-6.4982,-4.0839,0.0000,2.0984
2024Q3,BHF,2024-08-07,0001685040-24-000035,$1B-$2B,1284000000,-499000000,236340000000,1395000000,-1325000000,-500000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2000,,,,,6,6,6,6,5928,38480,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BHF/BHF_2024-08-07_000168504024000035.json,2024-08-08,41.630001,4.5400,9.4403,0.5525,6.9661,27.0958
2024Q3,BHFAL,2024-08-07,0001685040-24-000035,$1B-$2B,1284000000,-499000000,236340000000,1395000000,-1325000000,-500000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2000,,,,,6,6,6,6,5928,38480,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BHFAL/BHFAL_2024-08-07_000168504024000035.json,2024-08-08,22.760000,0.8787,3.2513,6.5026,8.1283,9.8858
2024Q3,BHFAM,2024-08-07,0001685040-24-000035,$1B-$2B,1284000000,-499000000,236340000000,1395000000,-1325000000,-500000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2000,,,,,6,6,6,6,5928,38480,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BHFAM/BHFAM_2024-08-07_000168504024000035.json,2024-08-08,16.889999,0.1776,0.6513,4.9734,9.3783,2.2499
2024Q3,BHFAN,2024-08-07,0001685040-24-000035,$1B-$2B,1284000000,-499000000,236340000000,1395000000,-1325000000,-500000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2000,,,,,6,6,6,6,5928,38480,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BHFAN/BHFAN_2024-08-07_000168504024000035.json,2024-08-08,19.320000,-0.4141,-1.2422,3.2091,7.4017,3.1056
2024Q3,BHFAO,2024-08-07,0001685040-24-000035,$1B-$2B,1284000000,-499000000,236340000000,1395000000,-1325000000,-500000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2000,,,,,6,6,6,6,5928,38480,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BHFAO/BHFAO_2024-08-07_000168504024000035.json,2024-08-08,25.160000,-0.1192,-0.7949,3.1399,-0.3577,-0.1590
2024Q3,BHFAP,2024-08-07,0001685040-24-000035,$1B-$2B,1284000000,-499000000,236340000000,1395000000,-1325000000,-500000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2000,,,,,6,6,6,6,5928,38480,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BHFAP/BHFAP_2024-08-07_000168504024000035.json,2024-08-08,23.459999,1.3640,1.5772,6.2234,6.1381,6.4365
2024Q3,BHR,2024-07-31,0001574085-24-000187,$100M-$500M,215301000,16034000,2226824000,5273000,-18730000,42314000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,50,,,,,6,1,6,6,3377,117632,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BHR/BHR_2024-07-31_000157408524000187.json,2024-08-01,3.380000,-18.3432,-14.2012,-10.3550,-8.5799,-13.6095
2024Q3,BIIB,2024-08-01,0000875045-24-000022,$2B-$10B,2463000000,387900000,26844800000,-43400000,-953000000,455300000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2500,,,,,6,6,6,6,3240,37293,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BIIB/BIIB_2024-08-01_000087504524000022.json,2024-08-02,212.449997,-5.3707,-4.2975,-3.5820,-10.1906,-18.0984
2024Q3,BKH,2024-07-31,0000950170-24-088610,$500M-$1B,921200000,114100000,9620400000,-209100000,-101500000,328700000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,3235,27178,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BKH/BKH_2024-07-31_000095017024088610.json,2024-08-01,58.290001,-2.6420,-1.0808,1.4925,4.8550,2.1959
2024Q3,BKNG,2024-08-01,0001075531-24-000039,$2B-$10B,3778000000,1892798000,24342000000,-2562000000,1586000000,2889000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,5900,,,,,6,0,6,6,5850,21742,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BKNG/BKNG_2024-08-01_000107553124000039.json,2024-08-02,132.463593,3.8528,13.7849,15.1646,23.8375,41.2086
2024Q3,BKR,2024-07-25,0001701605-24-000109,$2B-$10B,5716000000,576000000,36945000000,-250000000,-229000000,461000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,7100,,,,,6,6,6,5,5405,32490,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BKR/BKR_2024-07-25_000170160524000109.json,2024-07-26,36.320000,-4.9835,-3.4141,-2.4504,0.0551,1.2665
2024Q3,BLBD,2024-08-07,0001589526-24-000081,$500M-$1B,535546000,-4164000,417766000,-33444000,-3740000,44716000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,333,,,,,6,6,6,6,4540,29072,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BLBD/BLBD_2024-08-07_000158952624000081.json,2024-08-08,45.200001,5.9071,9.9336,1.4823,-7.0354,-7.7434
2024Q3,BLDR,2024-08-06,0000950170-24-091191,$2B-$10B,3883314000,333786000,10499452000,-411559000,-178860000,654381000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,4500,,,,,6,6,6,6,3690,36625,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BLDR/BLDR_2024-08-06_000095017024091191.json,2024-08-07,159.369995,2.4722,9.5689,5.7351,20.5873,13.5659
2024Q3,BLKB,2024-07-30,0001280058-24-000054,$100M-$500M,261753000,-14701000,2912279000,-353238000,-15331000,21806000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,287.3,,,,,6,5,6,6,3688,34145,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BLKB/BLKB_2024-07-30_000128005824000054.json,2024-07-31,81.000000,-6.8148,-4.3951,3.2099,4.5432,8.0000
2024Q3,BLMN,2024-08-06,0001546417-24-000123,$1B-$2B,1244746000,91311000,3424081000,-116987000,-62945000,189668000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,3427,34120,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BLMN/BLMN_2024-08-06_000154641724000123.json,2024-08-07,16.990000,5.5327,2.5898,-0.8829,-7.8870,-7.4161
2024Q3,BMBL,2024-08-07,0000950170-24-092742,$100M-$500M,242948000,-1611000,3625127000,-16168000,-6811000,13389000,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,269,3,,,,6,6,6,6,3355,31261,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BMBL/BMBL_2024-08-07_000095017024092742.json,2024-08-08,4.980000,29.3173,31.3253,32.5301,30.3213,56.8273
2024Q3,BMEA,2024-07-31,0000950170-24-088581,$1B-$2B,1235000000,-29051000,199927000,201000,-1756000,-24044000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,1,5,6,6,3296,11735,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BMEA/BMEA_2024-07-31_000095017024088581.json,2024-08-01,5.940000,-5.0505,5.5556,22.7273,70.0337,74.0741
2024Q3,BMI,2024-07-19,0000950170-24-084764,$100M-$500M,159101000,19415000,716919000,-6568000,-21323000,17970000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,216.7,,,,,6,1,6,1,3037,10988,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BMI/BMI_2024-07-19_000095017024084764.json,2024-07-22,192.240005,5.0978,-0.7907,6.5231,12.9161,6.1902
2024Q3,BMRN,2024-08-05,0001048477-24-000125,$500M-$1B,596415000,50852000,6841603000,-40742000,-30012000,-73932000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,712,,,,,6,6,6,6,3624,33455,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BMRN/BMRN_2024-08-05_000104847724000125.json,2024-08-06,87.790001,1.9820,2.4946,-3.0413,-21.4489,-24.8092
2024Q3,BNED,2024-07-01,0001634117-24-000046,$100M-$500M,254674000,-52707000,980779000,-49675000,-31043000,91670000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,5,5,6,6,3751,24583,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BNED/BNED_2024-07-01_000163411724000046.json,2024-07-02,6.330000,31.1216,54.3444,78.5150,93.5229,46.2875
2024Q3,BNL,2024-07-02,0000950170-24-080477,$100M-$500M,118992000,39304000,5268735000,-144739000,29633000,74376000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,0,3,6,2,3862,12858,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BNL/BNL_2024-07-02_000095017024080477.json,2024-07-03,15.880000,7.0529,11.3350,8.1864,15.6171,17.5063
2024Q3,BOOT,2024-08-07,0001558370-24-011354,$1B-$2B,1488256000,192450000,1517381000,-80895000,-60443000,88864000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,142,,,,,6,6,6,6,5017,31952,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BOOT/BOOT_2024-08-07_000155837024011354.json,2024-08-08,126.875000,7.4128,7.4365,9.9902,27.3773,0.2640
2024Q3,BOX,2024-08-27,0000950170-24-100997,$100M-$500M,251898000,8350000,1241163000,-60921000,-8782000,124930000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,270,,,274,,6,6,6,6,3603,39332,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BOX/BOX_2024-08-27_000095017024100997.json,2024-08-28,30.000000,8.4333,11.4333,9.1667,6.7000,18.3667
2024Q3,BPOP,2024-07-24,0001193125-24-183299,$100M-$500M,448734000,158979000,67675759000,-332797000,172778000,153046000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,5159,109201,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BPOP/BPOP_2024-07-24_000119312524183299.json,2024-07-25,101.279999,-7.3855,-5.3910,-1.7279,-0.6517,-11.4040
2024Q3,BR,2024-08-06,0001383312-24-000037,$2B-$10B,4221900000,306500000,8233200000,63300000,-49100000,94100000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,342,,,,,6,6,6,6,6683,80622,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BR/BR_2024-08-06_000138331224000037.json,2024-08-07,218.910004,-4.4036,-3.9971,-5.1711,-1.7039,-0.2787
2024Q3,BRKR,2024-08-06,0000950170-24-091188,$500M-$1B,685300000,76500000,4249900000,-30700000,-108200000,87500000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,800.7,,,,,6,6,6,6,3768,29879,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BRKR/BRKR_2024-08-06_000095017024091188.json,2024-08-07,63.310001,2.7958,1.0109,1.1057,4.1700,-3.1117
2024Q3,BRO,2024-07-22,0000950170-24-085352,$1B-$2B,1116000000,236000000,13400000000,-121000000,-43000000,60000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1200,,,,,6,2,6,6,3378,25958,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BRO/BRO_2024-07-22_000095017024085352.json,2024-07-23,97.000000,4.3505,2.6392,6.8763,5.3711,9.3299
2024Q3,BRSP,2024-07-30,0001717547-24-000068,$100M-$500M,110278000,-4127000,4198254000,-114408000,69622000,39673000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,0,1,6,4,5225,9680,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BRSP/BRSP_2024-07-30_000171754724000068.json,2024-07-31,5.900000,-10.1695,-3.0509,0.8475,-5.0847,-11.0170
2024Q3,BSX,2024-07-24,0000885725-24-000060,$2B-$10B,3389000000,314000000,35136000000,-69000000,-484000000,190000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,4120,,,,,6,6,6,6,3659,27676,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BSX/BSX_2024-07-24_000088572524000060.json,2024-07-25,78.250000,-6.7604,-2.3387,1.5591,7.3482,11.7572
2024Q3,BSY,2024-08-06,0001031308-24-000008,$100M-$500M,314411000,45490000,3319850000,-134241000,-20761000,176223000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,330.3,,,,,6,3,6,3,4216,30040,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BSY/BSY_2024-08-06_000103130824000008.json,2024-08-07,47.480000,5.8972,9.4145,1.7060,0.5687,4.3808
2024Q3,BTSG,2024-08-02,0000950170-24-089576,$2B-$10B,2028378000,-21382000,5532721000,-24881000,-17463000,39896000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2730,,,,,6,6,6,6,3582,31429,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BTSG/BTSG_2024-08-02_000095017024089576.json,2024-08-05,10.150000,17.6355,25.6158,27.8818,45.4187,65.6158
2024Q3,BTSGU,2024-08-02,0000950170-24-089576,$2B-$10B,2028378000,-21382000,5532721000,-24881000,-17463000,39896000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2730,,,,,6,6,6,6,3582,31429,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BTSGU/BTSGU_2024-08-02_000095017024089576.json,2024-08-05,42.590000,11.1998,17.3984,18.8542,32.3080,46.9829
2024Q3,BTU,2024-08-01,0001064728-24-000122,$1B-$2B,1364000000,268500000,5962100000,-39000000,-58500000,386300000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,109.5,,,,,6,6,6,6,3916,30261,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BTU/BTU_2024-08-01_000106472824000122.json,2024-08-02,22.049999,2.1315,5.7143,0.3628,19.3651,19.1383
2024Q3,BV,2024-07-31,0000950170-24-088596,$1B-$2B,1658864000,-40900000,3352200000,-12300000,-51800000,55000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,11.3,,,,,6,6,6,6,3487,43253,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BV/BV_2024-07-31_000095017024088596.json,2024-08-01,14.650000,-1.6382,7.3038,5.8703,7.4403,13.8567
2024Q3,BVS,2024-08-06,0001628280-24-034976,$100M-$500M,119059000,-139150000,810910000,27380000,-15066000,2490000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,151.2,,,,,6,6,6,6,3428,39805,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BVS/BVS_2024-08-06_000162828024034976.json,2024-08-07,8.360000,-4.3062,15.5502,13.9952,33.8517,37.3206
2024Q3,BWIN,2024-08-06,0001781755-24-000047,$100M-$500M,330446000,-14132000,3501937000,-24522000,-5099000,-14031000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,339.8,,,,,6,3,6,6,3560,30307,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BWIN/BWIN_2024-08-06_000178175524000047.json,2024-08-07,44.230000,-2.0800,2.8940,4.0018,12.4576,-8.0714
2024Q3,BWXT,2024-08-05,0001486957-24-000040,$500M-$1B,568360000,61092000,2747065000,49336000,-29780000,-13024000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,681.5,,,,,6,6,6,6,3641,27047,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BWXT/BWXT_2024-08-05_000148695724000040.json,2024-08-06,95.370003,2.9884,6.3123,2.2963,21.8832,25.4902
2024Q3,BX,2024-07-18,0001193125-24-180721,$1B-$2B,1381845000,85812000,40287530000,-1751464000,-74970000,352728000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,6200,,,,,6,3,6,6,2896,95642,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BX/BX_2024-07-18_000119312524180721.json,2024-07-19,138.289993,1.9452,-5.5246,-2.6321,12.1195,22.7348
2024Q3,BXC,2024-07-30,0001301787-24-000023,$500M-$1B,797904000,17812000,1537601000,-2703000,-8971000,88965000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,768,,,,,6,6,6,6,3843,67566,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BXC/BXC_2024-07-30_000130178724000023.json,2024-07-31,117.580002,-20.4371,-18.8212,-14.4072,-10.3419,-12.0344
2024Q3,BXP,2024-07-30,0001656423-24-000043,$500M-$1B,803200000,77890000,26026149000,279052000,-285592000,234010000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,4901,25902,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BXP/BXP_2024-07-30_000165642324000043.json,2024-07-31,71.629997,-6.1846,-2.0243,5.0119,12.3272,20.3267
2024Q3,BZH,2024-08-01,0000915840-24-000047,$500M-$1B,988836000,59038000,2411033000,-5172000,-7774000,40268000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,53.5,,,,,6,0,6,6,3216,32504,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/BZH/BZH_2024-08-01_000091584024000047.json,2024-08-02,31.240000,-11.9718,-0.1921,-4.4174,8.2907,-1.5365
2024Q3,CABO,2024-08-01,0001632127-24-000103,$500M-$1B,807266000,57426000,6846933000,-73491000,-100714000,161787000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,394.5,,,,,6,2,6,6,3704,30626,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/CABO/CABO_2024-08-01_000163212724000103.json,2024-08-02,394.910004,-4.5580,-15.1781,-10.1264,-11.7622,-13.5094
2024Q3,CACC,2024-07-31,0000885550-24-000090,$100M-$500M,453800000,99500000,7610200000,118100000,-344200000,296500000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,7710,76351,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/CACC/CACC_2024-07-31_000088555024000090.json,2024-08-01,525.000000,-15.4229,-10.5848,-12.7619,-15.5390,-12.0133
2024Q3,CAG,2024-07-11,0001558370-24-009749,$2B-$10B,9303700000,-77500000,22052600000,-454500000,-260200000,703400000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,12000,,,,,6,6,6,6,3533,55942,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/CAG/CAG_2024-07-11_000155837024009749.json,2024-07-12,28.350000,4.6208,6.7019,5.2205,15.6614,3.8448
2024Q3,CAKE,2024-07-31,0001104659-24-084383,$2B-$10B,2100609000,28050000,2840383000,-25558000,-38162000,65035000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,904,,,,,6,1,6,6,4418,45158,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/CAKE/CAKE_2024-07-31_000110465924084383.json,2024-08-01,38.750000,-6.8645,0.0000,0.4645,4.6452,20.3613
2024Q3,CAL,2024-09-12,0000014707-24-000037,$500M-$1B,632142000,34727000,1818083000,-28488000,-6548000,37497000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,683.3,,,,,6,6,6,6,3553,27331,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/CAL/CAL_2024-09-12_000001470724000037.json,2024-09-13,30.510000,5.5392,2.2943,6.6536,4.3920,-19.0429
2024Q3,CALM,2024-07-23,0001562762-24-000175,$2B-$10B,2457537000,647093000,1954525000,-146359000,-397620000,706509000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,640.8,,,,,6,3,6,6,3764,15829,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/CALM/CALM_2024-07-23_000156276224000175.json,2024-07-24,64.120003,7.2364,9.4198,11.4317,16.3599,38.1160
2024Q3,CALX,2024-07-22,0001406666-24-000029,$100M-$500M,250008000,9598000,941865000,10222000,-3278000,8112000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,198.1,,,,,6,6,6,6,5074,35538,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/CALX/CALX_2024-07-22_000140666624000029.json,2024-07-23,37.160000,0.9957,-0.3767,-2.1529,4.5210,3.9559
2024Q3,CALY,2024-08-07,0000837465-24-000068,$1B-$2B,1167400000,25000000,9120600000,273400000,-139900000,-152100000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,4260,,,,,6,6,6,6,3560,43583,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/CALY/CALY_2024-08-07_000083746524000068.json,2024-08-08,12.260000,-3.0179,-13.7847,-16.1501,-19.2496,-20.9625
