quarter,ticker,event_date,event_accession,revenue_bucket,revenue_value,net_income_value,assets_value,financing_cash_flow_value,investing_cash_flow_value,operating_cash_flow_value,earnings_score,earnings_score_bucket,guidance_torque,earnings_torque,segment_wave_torque,margin_quality,warning_penalty,guidance_vs_current_pct,score_status,score_missing_fields,extraction_source,quarter_revenue_millions,quarter_revenue_yoy_pct,quarter_revenue_qoq_pct,guidance_revenue_millions,guidance_gross_margin_pct,numeric_evidence_count,guidance_evidence_count,wave_or_demand_evidence_count,warning_or_risk_evidence_count,primary_text_len,exhibit_text_len,json_path,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
2024Q3,AMR,2024-08-05,0001704715-24-000117,$500M-$1B,911235000,270771000,2406057000,-231452000,-27891000,177387000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,3165,26081,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AMR/AMR_2024-08-05_000170471524000117.json,2024-08-06,250.389999,-3.9259,-11.2425,-18.7228,-4.9523,-14.7769
2024Q3,AMRX,2024-08-09,0001723128-24-000030,$500M-$1B,557540000,-6943000,3472569000,-12900000,-11737000,139712000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,702,,,,,6,6,6,6,5470,48818,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AMRX/AMRX_2024-08-09_000172312824000030.json,2024-08-12,7.770000,3.6036,9.2664,7.5933,10.2960,18.4041
2024Q3,AMT,2024-07-30,0001053507-24-000103,$2B-$10B,2767200000,315000000,66817700000,-1012600000,-276800000,1070500000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,67,,,,,6,6,6,6,5298,57511,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AMT/AMT_2024-07-30_000105350724000103.json,2024-07-31,221.500000,1.8239,-0.5056,1.1558,4.9932,-3.8781
2024Q3,AMWD,2024-08-27,0000794619-24-000067,$1B-$2B,1857186000,-29722000,1518798000,-41619000,-51572000,24445000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,459.1,,,,,6,4,6,6,3022,18082,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AMWD/AMWD_2024-08-27_000079461924000067.json,2024-08-28,87.639999,-4.6668,5.7280,6.0703,9.6417,4.5413
2024Q3,ANDE,2024-08-06,0000821026-24-000179,$2B-$10B,3881238000,-14750000,4102044000,308817000,-19807000,-333535000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,3011,30873,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ANDE/ANDE_2024-08-06_000082102624000179.json,2024-08-07,47.439999,4.8272,5.5860,0.7589,5.3963,-8.4949
2024Q3,ANET,2024-07-30,0001596532-24-000277,$1B-$2B,1351351000,436473000,9946806000,-68403000,-21747000,374483000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1690,,,,,6,4,6,6,3646,18334,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ANET/ANET_2024-07-30_000159653224000277.json,2024-07-31,84.500000,0.0976,4.6716,4.5503,13.5562,18.8077
2024Q3,ANF,2024-08-29,0001018840-24-000066,$500M-$1B,835994000,16571000,2974233000,-21956000,-46391000,-560000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1100,,,,,6,6,6,6,5396,48800,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ANF/ANF_2024-08-29_000101884024000066.json,2024-08-30,143.000000,-6.8112,-2.5734,-2.1678,-3.1678,4.6783
2024Q3,ANGI,2024-08-15,0001705110-24-000082,$100M-$500M,355497000,-15000000,1856215000,-1379000,-95297000,11358000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,315.1,,,,,6,6,6,6,3694,28995,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ANGI/ANGI_2024-08-15_000170511024000082.json,2024-08-16,25.600000,3.1250,3.1250,5.8594,-1.5625,-31.6406
2024Q3,ANGO,2024-07-16,0001140361-24-033242,$100M-$500M,247678000,-13004000,532637000,25420000,-8218000,-15876000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,71.1,,,,,6,6,6,6,6666,53681,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ANGO/ANGO_2024-07-16_000114036124033242.json,2024-07-17,7.590000,0.9223,1.5810,0.2635,-1.0540,-16.6008
2024Q3,AON,2024-07-26,0001628280-24-033048,$2B-$10B,3871000000,1050000000,33959000000,404000000,205000000,443000000,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,3800,18,,,,6,4,6,6,6341,39214,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AON/AON_2024-07-26_000162828024033048.json,2024-07-29,318.390015,2.6854,5.0221,6.6459,9.1963,16.7467
2024Q3,AOS,2024-07-23,0000091142-24-000147,$500M-$1B,966400000,126900000,3213900000,-97500000,-9800000,119900000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1000,,,,,6,6,6,6,3006,19186,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AOS/AOS_2024-07-23_000009114224000147.json,2024-07-24,80.879997,0.9520,-1.6197,2.0524,3.8328,-3.3012
2024Q3,AOSL,2024-08-07,0001387467-24-000066,$500M-$1B,529796000,13468000,1199737000,-6417000,-90603000,48654000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,161.3,,,180,25,6,6,6,6,3612,37643,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AOSL/AOSL_2024-08-07_000138746724000066.json,2024-08-08,37.000000,-0.4324,13.2703,-11.3243,-3.3243,-26.1081
2024Q3,APAM,2024-07-23,0001517302-24-000052,$100M-$500M,234509000,50753000,1405858000,-54849000,-36203000,120936000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,270.8,,,,,6,1,6,6,3729,52498,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/APAM/APAM_2024-07-23_000151730224000052.json,2024-07-24,42.520000,-9.6896,-6.4205,-1.0583,0.8702,3.7629
2024Q3,APD,2024-08-01,0000002969-24-000041,$2B-$10B,6374800000,1012000000,32002500000,603400000,-2476000000,1358000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,3000,,,,,6,6,6,6,3956,39284,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/APD/APD_2024-08-01_000000296924000041.json,2024-08-02,282.799988,-3.1365,-2.9597,-2.6909,3.0516,9.8055
2024Q3,APEI,2024-08-06,0001104659-24-086254,$100M-$500M,149689000,-5740000,557386000,-2849000,-3206000,12758000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,620,,,,,6,6,6,6,3467,39501,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/APEI/APEI_2024-08-06_000110465924086254.json,2024-08-07,14.340000,1.1158,12.5523,3.4170,-4.8117,8.9261
2024Q3,APH,2024-07-24,0001558370-24-010011,$2B-$10B,2974000000,439200000,16526400000,-265400000,-256600000,532400000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,3610,,,,,6,6,6,5,5711,47457,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/APH/APH_2024-07-24_000155837024010011.json,2024-07-25,62.810001,-7.0371,3.1842,6.1296,4.5534,9.0113
2024Q3,APLE,2024-08-05,0000950170-24-090772,$100M-$500M,311454000,32923000,4937298000,-31848000,-24576000,51691000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,41,,,,,6,6,6,6,3421,64768,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/APLE/APLE_2024-08-05_000095017024090772.json,2024-08-06,14.010000,1.7844,2.9265,-0.5710,7.7802,5.1392
2024Q3,APO,2024-08-01,0001858681-24-000090,$2B-$10B,5301000000,1010000000,313488000000,11523000000,-5640000000,1071000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,710,,,,,6,5,6,6,4127,94843,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/APO/APO_2024-08-01_000185868124000090.json,2024-08-02,110.110001,-6.4299,-1.4894,1.0989,19.8892,30.1063
2024Q3,APP,2024-08-07,0001751008-24-000053,$500M-$1B,715405000,-4518000,5359187000,-111415000,-12975000,288662000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1080,,,,,6,3,6,5,3524,25709,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/APP/APP_2024-08-07_000175100824000053.json,2024-08-08,70.050003,22.5054,25.6245,23.2120,99.7859,140.6138
2024Q3,APPF,2024-07-25,0001433195-24-000103,$100M-$500M,136100000,-35110000,408889000,-4705000,36288000,1573000,4,medium,3,1,0,0,0,291.0841,scored,,regex_fallback,197.4,34,,772,,6,6,6,6,3502,23701,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/APPF/APPF_2024-07-25_000143319524000103.json,2024-07-26,269.940002,-24.3054,-18.0485,-13.2955,-11.6433,-28.8471
2024Q3,APPN,2024-08-01,0001441683-24-000068,$100M-$500M,135235000,-36829000,627503000,88144000,-12316000,-25265000,1,low,1,0,0,0,0,0.6787,scored,,regex_fallback,88.4,19,,89,,6,6,6,6,3497,23769,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/APPN/APPN_2024-08-01_000144168324000068.json,2024-08-02,28.230000,-0.8502,9.1038,11.9731,16.5781,26.6383
2024Q3,APTV,2024-08-01,0001521332-24-000055,$2B-$10B,4818000000,162000000,24427000000,-122000000,-309000000,-9000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,5100,,,,,6,6,6,6,5345,41829,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/APTV/APTV_2024-08-01_000152133224000055.json,2024-08-02,71.160004,-5.4947,-1.4896,-1.4756,-0.8994,-20.1377
2024Q3,ARCB,2024-08-02,0001558370-24-010640,$1B-$2B,1106094000,71283000,2485094000,-46676000,70960000,20663000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,395.8,,,,,6,6,6,6,6146,84452,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ARCB/ARCB_2024-08-02_000155837024010640.json,2024-08-05,100.000000,8.6600,8.5700,2.1600,0.8300,0.5400
2024Q3,ARES,2024-08-02,0001628280-24-034260,$500M-$1B,653681000,180623000,24730500000,-821144000,-8877000,707572000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,21.6,,,,,6,6,6,6,4549,136280,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ARES/ARES_2024-08-02_000162828024034260.json,2024-08-05,131.000000,11.1450,12.1832,7.5267,22.4351,21.8931
2024Q3,ARLO,2024-08-08,0001736946-24-000033,$100M-$500M,140997000,-14245000,285538000,-4691000,-22672000,10329000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,60.3,,,,,6,6,6,6,3386,29194,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ARLO/ARLO_2024-08-08_000173694624000033.json,2024-08-09,12.430000,-1.2872,-2.9767,-11.5044,-10.6195,-2.1722
2024Q3,ARLP,2024-07-29,0001558370-24-010256,$500M-$1B,662922000,191185000,2787749000,-99313000,-147148000,221688000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,593.4,,,,,6,6,6,6,6258,54696,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ARLP/ARLP_2024-07-29_000155837024010256.json,2024-07-30,24.500000,-6.9388,-2.6531,-2.3673,2.0408,4.0816
2024Q3,AROC,2024-07-22,0001104659-24-081572,$100M-$500M,229834000,16485000,2655950000,-28705000,-57666000,87856000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,23752,33298,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AROC/AROC_2024-07-22_000110465924081572.json,2024-07-23,22.309999,-16.2707,-14.4330,-13.5813,-5.0202,-8.5164
2024Q3,ARRY,2024-08-08,0001820721-24-000060,$100M-$500M,376773000,29635000,1706741000,-23762000,-3883000,45816000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,900,,,,,6,6,6,6,4384,49296,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ARRY/ARRY_2024-08-08_000182072124000060.json,2024-08-09,7.940000,-15.7431,-13.7280,-24.3073,-18.8917,-21.9144
2024Q3,ARWR,2024-08-08,0001628280-24-036113,$100M-$500M,208813000,7350000,765552000,251096000,-116759000,-107187000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,0,1,6,3,3431,19158,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ARWR/ARWR_2024-08-08_000162828024036113.json,2024-08-09,25.000000,-6.6000,-3.6800,-12.9600,-27.9200,-14.4400
2024Q3,ASAN,2024-09-03,0001477720-24-000075,$100M-$500M,152411000,-61468000,961960000,9731000,-140366000,-14593000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,179.2,,,,,6,6,6,6,5239,25870,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ASAN/ASAN_2024-09-03_000147772024000075.json,2024-09-04,11.550000,5.1082,2.9437,-0.1732,8.8312,31.4286
2024Q3,ASB,2024-07-25,0000007789-24-000058,$100M-$500M,336083000,103360000,41015855000,1230238000,-1076322000,47470000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,3820,93939,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ASB/ASB_2024-07-25_000000778924000058.json,2024-07-26,23.180000,-12.8128,-8.4124,-3.0630,-7.6790,-2.1570
2024Q3,ASGN,2024-07-24,0000890564-24-000017,$1B-$2B,1128800000,49500000,3544600000,-73400000,-12300000,80500000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1035,,,,,6,2,6,1,3282,19877,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ASGN/ASGN_2024-07-24_000089056424000017.json,2024-07-25,93.970001,-8.9390,-6.4382,1.4686,0.1809,-0.9897
2024Q3,ASIX,2024-08-02,0001673985-24-000102,$1B-$2B,1297393000,34954000,1496020000,-5128000,-25606000,1575000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,453,,,,,6,6,6,4,3322,22145,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ASIX/ASIX_2024-08-02_000167398524000102.json,2024-08-05,25.879999,12.4420,16.1128,6.7233,23.6476,15.1082
2024Q3,ASO,2024-09-10,0001817358-24-000170,$1B-$2B,1383609000,93970000,4641934000,-53197000,-40547000,52135000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,3943,23068,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ASO/ASO_2024-09-10_000181735824000170.json,2024-09-11,55.590000,9.4801,1.2772,-2.1587,-8.7426,-5.4146
2024Q3,ASTH,2024-08-07,0001104659-24-086761,$100M-$500M,337244000,13132000,933361000,-7099000,-14035000,7720000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,486.3,,,,,6,6,6,2,3726,23902,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ASTH/ASTH_2024-08-07_000110465924086761.json,2024-08-08,51.849998,-7.6953,-6.8852,-8.6789,14.4069,14.7348
2024Q3,ATKR,2024-08-06,0001666138-24-000067,$1B-$2B,1729755000,173492000,2935009000,-284262000,-156074000,403396000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,822.4,,,,,6,6,6,6,3798,51080,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ATKR/ATKR_2024-08-06_000166613824000067.json,2024-08-07,98.989998,-2.0305,-3.0508,-15.3753,-12.9508,-8.2332
2024Q3,ATMU,2024-08-02,0001921963-24-000096,$100M-$500M,418600000,52700000,1088600000,-36400000,-6400000,42800000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,433,,,,,6,4,6,5,3573,18786,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ATMU/ATMU_2024-08-02_000192196324000096.json,2024-08-05,30.000000,13.1333,14.6333,10.7333,27.0667,29.5667
2024Q3,ATNI,2024-07-25,0001104659-24-082429,$100M-$500M,185774000,-7055000,1783714000,37999000,-52762000,16012000,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,183.3,-2,,,,6,6,6,6,3254,34766,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ATNI/ATNI_2024-07-25_000110465924082429.json,2024-07-26,26.490000,-2.2273,-5.5870,0.8683,18.9883,19.0638
2024Q3,ATO,2024-08-07,0000731802-24-000021,$2B-$10B,3024982000,271860000,22516968000,-1438705000,-1410390000,2892716000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,1,6,6,0,4398,6981,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ATO/ATO_2024-08-07_000073180224000021.json,2024-08-08,127.699997,1.3391,1.0885,4.7768,7.7995,8.7549
2024Q3,ATRO,2024-08-01,0000008063-24-000043,$100M-$500M,156538000,-4415000,633792000,9176000,1864000,-19181000,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,198.1,14,,,,6,6,6,6,3352,30136,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ATRO/ATRO_2024-08-01_000000806324000043.json,2024-08-02,20.299999,-7.3399,-1.9212,3.0542,-3.6453,-14.3350
2024Q3,AVA,2024-08-07,0000950170-24-092166,$100M-$500M,474631000,54845000,7702477000,9175000,-106253000,94246000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,3,3791,26697,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AVA/AVA_2024-08-07_000095017024092166.json,2024-08-08,38.110001,1.6531,0.7085,0.4461,-2.4403,-1.8106
2024Q3,AVAV,2024-09-04,0001558370-24-012580,$100M-$500M,232073000,-4185000,824577000,-16607000,-52288000,-9618000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,189.5,,,,,6,6,6,6,4862,34142,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AVAV/AVAV_2024-09-04_000155837024012580.json,2024-09-05,191.009995,-9.1566,3.0051,7.4708,12.8108,3.0784
2024Q3,AVB,2024-08-01,0000915912-24-000013,$500M-$1B,674708000,146775000,20678214000,-486960000,-267339000,396118000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,3192,145152,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AVB/AVB_2024-08-01_000091591224000013.json,2024-08-02,214.259995,-2.2869,1.7549,6.0114,3.7011,3.4304
2024Q3,AVD,2024-08-09,0001193125-24-197961,$100M-$500M,124885000,1918000,767548000,43777000,-3308000,-41452000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,128.2,,,,,6,6,6,6,3886,77506,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AVD/AVD_2024-08-09_000119312524197961.json,2024-08-12,5.130000,9.5517,15.0097,18.3236,0.3899,10.3314
2024Q3,AVNS,2024-07-31,0001606498-24-000074,$100M-$500M,159300000,-500000,1692400000,-22100000,-4000000,-6800000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,171.7,,,,,6,4,6,6,3352,31655,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AVNS/AVNS_2024-07-31_000160649824000074.json,2024-08-01,23.879999,-6.3233,-2.8057,0.8375,0.6281,-22.1943
2024Q3,AVNT,2024-08-06,0001122976-24-000053,$500M-$1B,845700000,19900000,5968500000,-25600000,-13000000,-22200000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,850,,,,,6,6,6,6,2718,26769,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AVNT/AVNT_2024-08-06_000112297624000053.json,2024-08-07,45.980000,1.5441,5.5024,-1.8269,6.4158,4.8064
2024Q3,AVNW,2024-09-11,0001377789-24-000036,$100M-$500M,243858000,8189000,364496000,6219000,-11661000,-9005000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,400,,,,,3,2,6,4,5997,6326,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AVNW/AVNW_2024-09-11_000137778924000036.json,2024-09-12,19.780001,14.8129,1.4661,14.1557,-26.2892,-8.8979
2024Q3,AVY,2024-07-23,0001193125-24-182566,$2B-$10B,2065000000,121200000,8209800000,299800000,-116600000,1900000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2200,,,,,6,6,6,6,9385,50835,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AVY/AVY_2024-07-23_000119312524182566.json,2024-07-24,219.520004,-7.8581,-4.7513,-0.2141,-1.7447,-3.2480
2024Q3,AWK,2024-07-31,0001410636-24-000135,$2B-$10B,3914000000,170000000,28286000000,401000000,-561000000,285000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,52,,,,,6,6,6,6,3488,27777,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AWK/AWK_2024-07-31_000141063624000135.json,2024-08-01,142.990005,-0.3007,-1.5526,0.3427,2.2729,-5.1053
2024Q3,AWR,2024-08-06,0001628280-24-035233,$100M-$500M,161423000,34407000,2060372000,38330000,-49165000,6964000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,9.3,,,,,6,3,6,6,3558,22582,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AWR/AWR_2024-08-06_000162828024035233.json,2024-08-07,82.040001,0.3779,-1.9868,-1.2920,0.8776,3.3155
2024Q3,AXON,2024-08-06,0001069183-24-000047,$100M-$500M,343043000,45139000,3436845000,37990000,-72674000,-56323000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,504,,,,,6,6,6,6,3477,61891,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/AXON/AXON_2024-08-06_000106918324000047.json,2024-08-07,330.000000,13.0515,10.1303,7.4606,27.5242,33.6636
