sample_id,quarter,ticker,event_date,revenue_bucket,pre_llm_fundamental_bucket,pre_llm_fundamental_score,profitability_score,operating_cash_flow_score,financing_dependence_score,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct,accession,exhibit_doc,source_doc_type,text_len,text_path,snippet_count,quality_flags
S000071,2022Q4,FTAI,2022-10-28,$100M-$500M,weak,-4,-1,-1,-1,2022-10-31,17.410000,3.5037,-3.7335,0.6318,-1.6657,28.2596,0001140361-22-038713,brhc10043374_ex99-1.htm,earnings_exhibit,18319,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FTAI_000114036122038713_brhc10043374_ex99-1.htm.txt,18,
S000072,2022Q4,FUBO,2022-10-17,$100M-$500M,weak,-4,-1,-1,-1,2022-10-18,55.320000,-21.4751,-23.8612,-33.8395,-55.0976,-51.1931,0001493152-22-028568,ex99-1.htm,earnings_exhibit,11111,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FUBO_000149315222028568_ex99-1.htm.txt,18,
S000073,2022Q4,GBTG,2022-11-10,$100M-$500M,weak,-4,-1,-1,-1,2022-11-11,5.400000,-12.9630,-4.6296,-2.0370,17.2222,36.2963,0001104659-22-116831,tm2230085d1_ex99-1.htm,earnings_exhibit,40493,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/GBTG_000110465922116831_tm2230085d1_ex99-1.htm.txt,18,
S000074,2022Q4,GH,2022-11-03,$100M-$500M,mixed,1,-1,-1,1,2022-11-04,43.549999,10.7922,18.3008,19.2882,-38.0023,-25.6257,0001576280-22-000091,gh-09302022xexhibit991.htm,earnings_exhibit,19160,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/GH_000157628022000091_gh-09302022xexhibit991.htm.txt,18,
S000075,2022Q4,GTLB,2022-12-05,$100M-$500M,weak,-4,-1,-1,-1,2022-12-06,43.855000,13.4876,0.2166,-12.8720,14.5365,16.7256,0001628280-22-031348,gitlab-ex99120221031fy23.htm,earnings_exhibit,21787,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/GTLB_000162828022031348_gitlab-ex99120221031fy23.htm.txt,18,
S000076,2022Q4,GTM,2022-11-01,$500M-$1B,weak,-1,-1,2,-1,2022-11-02,32.189999,-2.6406,-15.0047,-9.0711,-8.5430,-12.3020,0001794515-22-000171,zi-8kex991x20221101.htm,earnings_exhibit,23946,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/GTM_000179451522000171_zi-8kex991x20221101.htm.txt,18,
S000077,2022Q4,GTX,2022-10-26,$2B-$10B,weak,-2,-1,-1,-1,2022-10-27,6.680000,14.8204,8.3832,6.7365,13.7725,14.5210,0001735707-22-000063,exhibit99_1-2022q3.htm,earnings_exhibit,27958,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/GTX_000173570722000063_exhibit99_1-2022q3.htm.txt,18,
S000078,2022Q4,HAE,2022-11-07,$100M-$500M,weak,-2,-1,-1,1,2022-11-08,84.550003,-5.4642,-2.1762,-0.9817,-13.9562,3.7966,0000313143-22-000059,ex991-fy23q2sepearningsrel.htm,earnings_exhibit,28300,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HAE_000031314322000059_ex991-fy23q2sepearningsrel.htm.txt,18,
S000079,2022Q4,HGV,2022-11-09,$1B-$2B,weak,-2,-1,1,-1,2022-11-10,41.720001,0.7191,5.5129,0.0479,0.2637,12.6558,0001628280-22-029066,hgvq32022earningsreleaseex.htm,earnings_exhibit,42231,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HGV_000162828022029066_hgvq32022earningsreleaseex.htm.txt,18,
S000080,2022Q4,HIMS,2022-11-07,$100M-$500M,weak,-4,-1,-1,-1,2022-11-08,5.870000,-1.5332,3.2368,23.5094,10.0511,33.5605,0001773751-22-000226,hims-20220930x8xkearningre.htm,earnings_exhibit,27240,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HIMS_000177375122000226_hims-20220930x8xkearningre.htm.txt,18,
S000081,2022Q4,HLIT,2022-10-31,$100M-$500M,mixed,1,-1,1,0,2022-11-01,15.600000,-16.2821,-8.0769,-3.6539,-15.9615,-8.9744,0000851310-22-000059,hlit-20220930pressrelease.htm,earnings_exhibit,32873,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HLIT_000085131022000059_hlit-20220930pressrelease.htm.txt,18,
S000082,2022Q4,HLMN,2022-11-03,$1B-$2B,weak,-4,-1,-1,-1,2022-11-04,7.860000,-0.3817,-1.0178,6.6158,-4.5802,28.6259,0001822492-22-000140,hillmanq32022earningscal.htm,earnings_exhibit,28223,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HLMN_000182249222000140_hillmanq32022earningscal.htm.txt,18,
S000083,2022Q4,HOOD,2022-10-31,$1B-$2B,mixed,2,-1,2,-1,2022-11-01,12.020000,-12.8952,-26.3727,-17.8869,-32.7787,-15.5574,0001783879-22-000219,ex992606a_hoodx2022q3.htm,earnings_exhibit,36742,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HOOD_000178387922000219_ex992606a_hoodx2022q3.htm.txt,13,
S000084,2022Q4,HP,2022-10-18,$500M-$1B,mixed,1,-1,2,1,2022-10-19,43.689999,13.3211,19.5239,22.9114,7.1412,14.0307,0000046765-22-000063,a20221018pr.htm,earnings_exhibit,16705,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HP_000004676522000063_a20221018pr.htm.txt,18,
S000085,2022Q4,HQY,2022-12-06,$100M-$500M,weak,-1,-1,2,-1,2022-12-07,64.800003,-4.4907,-4.8457,-6.6204,-6.2500,4.0278,0001428336-22-000031,hqyq3fy23earningsrelease.htm,earnings_exhibit,27968,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HQY_000142833622000031_hqyq3fy23earningsrelease.htm.txt,18,
S000086,2022Q4,HRTG,2022-11-09,$100M-$500M,mixed,1,-1,2,1,2022-11-10,1.465000,-3.7543,12.6280,1.0239,35.1536,55.6314,0001193125-22-280319,d378180dex991.htm,earnings_exhibit,25220,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HRTG_000119312522280319_d378180dex991.htm.txt,18,
S000087,2022Q4,HST,2022-11-02,$1B-$2B,weak,-4,-1,-1,-1,2022-11-03,18.100000,-0.0552,0.9392,-2.3204,-11.9890,3.8674,0000950170-22-021286,hst-ex99_2.htm,earnings_exhibit,97138,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HST_000095017022021286_hst-ex99_2.htm.txt,18,
S000088,2022Q4,HUBS,2022-11-02,$500M-$1B,mixed,1,-1,2,1,2022-11-03,286.369995,2.3012,1.0231,-1.8403,1.2292,28.7391,0000950170-22-021258,hubs-ex99_1.htm,earnings_exhibit,33542,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HUBS_000095017022021258_hubs-ex99_1.htm.txt,18,
S000089,2022Q4,HY,2022-11-01,$2B-$10B,weak,-1,-1,-1,0,2022-11-02,30.340000,2.1424,2.1424,2.2083,-14.9308,6.8886,0001173514-22-000080,hydataschedule93022ex99.htm,earnings_exhibit,8478,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HY_000117351422000080_hydataschedule93022ex99.htm.txt,18,
S000090,2022Q4,IIIV,2022-11-16,$100M-$500M,weak,-1,-1,2,-1,2022-11-17,22.780001,7.4188,7.8578,7.9456,25.9438,12.0281,0001728688-22-000055,iiiv4q22earningsrelease.htm,earnings_exhibit,28088,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/IIIV_000172868822000055_iiiv4q22earningsrelease.htm.txt,18,
S000091,2022Q4,INSW,2022-11-08,$100M-$500M,mixed,1,-1,-1,1,2022-11-09,46.119999,-1.7780,-7.4805,-16.8257,-26.8647,-6.2229,0001104659-22-115698,tm2229965d1_ex99-1.htm,earnings_exhibit,26283,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/INSW_000110465922115698_tm2229965d1_ex99-1.htm.txt,18,
S000092,2022Q4,INTA,2022-11-07,$100M-$500M,weak,-4,-1,-1,-1,2022-11-08,22.360001,-1.7889,-2.4598,1.4311,19.9463,26.8784,0000950170-22-022603,inta-ex99_1.htm,earnings_exhibit,21284,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/INTA_000095017022022603_inta-ex99_1.htm.txt,18,
S000093,2022Q4,IONS,2022-11-09,$100M-$500M,weak,-4,-1,-1,-1,2022-11-10,44.480000,-4.5414,-8.2959,-13.9838,-16.2545,-11.6007,0001140361-22-040624,brhc10043925_ex99-1.htm,earnings_exhibit,21825,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/IONS_000114036122040624_brhc10043925_ex99-1.htm.txt,18,
S000094,2022Q4,IRTC,2022-11-01,$100M-$500M,mixed,1,-1,-1,1,2022-11-02,128.000000,-16.2500,-20.1719,-13.3594,-26.5000,-23.2031,0001388658-22-000149,irtcq32022ex991pressrelease.htm,earnings_exhibit,12634,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/IRTC_000138865822000149_irtcq32022ex991pressrelease.htm.txt,18,
S000095,2022Q4,JRVR,2022-11-01,$100M-$500M,weak,-4,-1,-1,-1,2022-11-02,25.200001,-9.1270,-8.1746,-3.2937,-17.1032,-10.0794,0001620459-22-000111,a3q22jrvrpressrelease.htm,earnings_exhibit,35543,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/JRVR_000162045922000111_a3q22jrvrpressrelease.htm.txt,18,
S000096,2022Q4,KLXE,2022-11-09,$100M-$500M,weak,-3,-1,-1,-1,2022-11-10,16.500000,-2.9091,-4.3636,-17.0303,-8.8485,-24.4242,0001738827-22-000035,klxeq32022earningsreleasee.htm,earnings_exhibit,33042,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/KLXE_000173882722000035_klxeq32022earningsreleasee.htm.txt,18,
S000097,2022Q4,KMT,2022-10-31,$1B-$2B,mixed,2,-1,2,-1,2022-11-01,24.900000,9.3173,6.9880,6.1847,-2.8916,11.4859,0000055242-22-000043,kmt9302022exhibit991.htm,earnings_exhibit,20600,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/KMT_000005524222000043_kmt9302022exhibit991.htm.txt,18,
S000098,2022Q4,KOS,2022-11-07,$500M-$1B,weak,-1,-1,2,-1,2022-11-08,7.270000,-10.5915,-14.8556,-20.9078,-10.1788,-1.5131,0001509991-22-000062,kos_ex99x1-q3x2022.htm,earnings_exhibit,31375,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/KOS_000150999122000062_kos_ex99x1-q3x2022.htm.txt,18,
S000099,2022Q4,LFCR,2022-10-06,$100M-$500M,weak,-4,-1,-1,-1,2022-10-07,8.570000,-3.3839,7.3512,5.3676,-6.1844,-29.1715,0001005286-22-000060,q1fy23financialpressreleas.htm,earnings_exhibit,23182,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LFCR_000100528622000060_q1fy23financialpressreleas.htm.txt,18,
S000100,2022Q4,LFST,2022-11-08,$100M-$500M,weak,-4,-1,-1,-1,2022-11-09,6.800000,-27.2059,-31.9118,-27.0588,-27.0588,-21.7647,0000950170-22-023246,lfst-ex99_1.htm,earnings_exhibit,23232,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LFST_000095017022023246_lfst-ex99_1.htm.txt,18,
S000101,2022Q4,LMB,2022-11-09,$100M-$500M,weak,-1,-1,-1,0,2022-11-10,8.622000,11.9230,38.4829,37.6711,33.9596,50.3132,0001606163-22-000014,a2022930ex991pr.htm,earnings_exhibit,23560,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LMB_000160616322000014_a2022930ex991pr.htm.txt,18,
S000102,2022Q4,LPSN,2022-11-07,$100M-$500M,mixed,2,-1,2,0,2022-11-08,164.399994,-2.9197,-2.7372,10.8577,-2.1898,53.5584,0001102993-22-000078,a2022q3ex991earningsrelease.htm,earnings_exhibit,28176,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LPSN_000110299322000078_a2022q3ex991earningsrelease.htm.txt,18,
S000103,2022Q4,LTH,2022-11-09,$500M-$1B,weak,-4,-1,-1,-1,2022-11-10,10.490000,17.5405,22.3070,27.2641,38.1316,81.7922,0001869198-22-000067,lth-20220930xex991.htm,earnings_exhibit,27842,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LTH_000186919822000067_lth-20220930xex991.htm.txt,18,
S000104,2022Q4,LYFT,2022-11-03,$1B-$2B,mixed,1,-1,-1,1,2022-11-04,13.980000,-7.3677,-20.3147,-22.8898,-20.4578,25.5365,0001759509-22-000071,lyft-20221103.htm,primary_8k,20436,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LYFT_000175950922000071_lyft-20221103.htm.txt,18,
S000105,2022Q4,LYV,2022-11-03,$2B-$10B,mixed,2,-1,2,-1,2022-11-04,81.050003,-9.1919,-15.5336,-8.8464,-15.0401,0.5799,0001335258-22-000143,lyv-2022q3xex991.htm,earnings_exhibit,30338,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LYV_000133525822000143_lyv-2022q3xex991.htm.txt,18,
S000106,2022Q4,MAT,2022-10-25,$1B-$2B,weak,-2,-1,-1,1,2022-10-26,18.070000,-2.0476,-3.3758,-0.4427,-5.8107,9.9059,0001628280-22-026983,matq32022earningsreleaseex.htm,earnings_exhibit,51019,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MAT_000162828022026983_matq32022earningsreleaseex.htm.txt,18,
S000107,2022Q4,MBLY,2022-12-07,$1B-$2B,mixed,0,-1,2,0,2022-12-08,33.500000,4.5970,0.2388,-0.2687,23.7612,21.7015,0001104659-22-125051,tm2231951d1_ex99-1.htm,earnings_exhibit,23417,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MBLY_000110465922125051_tm2231951d1_ex99-1.htm.txt,18,
S000108,2022Q4,MCS,2022-11-03,$100M-$500M,mixed,2,-1,1,1,2022-11-04,14.730000,6.0421,9.8439,13.5098,-2.4440,5.7705,0000062234-22-000042,mcs-20221103xex991.htm,earnings_exhibit,26886,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MCS_000006223422000042_mcs-20221103xex991.htm.txt,18,
S000109,2022Q4,MDB,2022-12-06,$100M-$500M,weak,-4,-1,-1,-1,2022-12-07,184.600006,4.7454,2.3023,-8.0065,18.3315,21.1538,0001441816-22-000191,mdb-103122xex991xrelease.htm,earnings_exhibit,29458,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MDB_000144181622000191_mdb-103122xex991xrelease.htm.txt,18,
S000110,2022Q4,MEG,2022-11-08,$100M-$500M,weak,-4,-1,-1,-1,2022-11-09,39.310001,11.8799,9.7176,10.4553,23.7344,34.6222,0000950170-22-023270,meg-ex99_1.htm,earnings_exhibit,29548,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MEG_000095017022023270_meg-ex99_1.htm.txt,18,
S000111,2022Q4,MELI,2022-11-03,$2B-$10B,weak,-2,-1,-1,1,2022-11-04,947.099976,1.3177,0.4720,-6.8842,-12.7748,29.5090,0001562762-22-000426,meli-20221103xex99_1.htm,earnings_exhibit,32856,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MELI_000156276222000426_meli-20221103xex99_1.htm.txt,18,
S000112,2022Q4,MGNI,2022-11-09,$100M-$500M,weak,-1,-1,2,-1,2022-11-10,7.200000,41.1111,54.3056,58.4722,43.1945,72.2222,0001595974-22-000057,a991-earningsq32022.htm,earnings_exhibit,36601,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MGNI_000159597422000057_a991-earningsq32022.htm.txt,18,
S000113,2022Q4,MIR,2022-11-01,$100M-$500M,mixed,2,-1,1,1,2022-11-02,7.500000,-14.9333,-19.6000,-15.6000,-11.2000,6.0000,0001628280-22-027556,a2022-11x018xkexhibit991.htm,earnings_exhibit,27608,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MIR_000162828022027556_a2022-11x018xkexhibit991.htm.txt,18,
S000114,2022Q4,MLKN,2022-12-21,$500M-$1B,weak,-4,-1,-1,-1,2022-12-22,18.000000,18.1111,24.6667,26.8333,29.8889,14.6667,0000066382-22-000075,mk8k_12032022ex991.htm,earnings_exhibit,40895,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MLKN_000006638222000075_mk8k_12032022ex991.htm.txt,18,
S000115,2022Q4,MQ,2022-11-09,$100M-$500M,weak,-2,-1,1,-1,2022-11-10,7.380000,-13.4146,-9.3496,-8.6721,-14.6341,-12.6016,0001522540-22-000055,mqearningsrelease-q3x2022.htm,earnings_exhibit,22841,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MQ_000152254022000055_mqearningsrelease-q3x2022.htm.txt,18,
S000116,2022Q4,MRVL,2022-12-01,$1B-$2B,weak,-1,-1,2,-1,2022-12-02,42.000000,1.3810,-11.7381,-14.3095,2.7381,10.0714,0001835632-22-000050,q323_8kx10292022ex-991.htm,earnings_exhibit,26322,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MRVL_000183563222000050_q323_8kx10292022ex-991.htm.txt,18,
S000117,2022Q4,MTRX,2022-10-07,$100M-$500M,mixed,0,-1,-1,1,2022-10-10,3.950000,6.8354,24.0506,41.5190,35.4430,95.6962,0000866273-22-000101,a063022exhibit99.htm,earnings_exhibit,27036,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MTRX_000086627322000101_a063022exhibit99.htm.txt,18,
S000118,2022Q4,NCLH,2022-10-06,$1B-$2B,weak,-4,-1,-1,-1,2022-10-07,13.010000,1.3067,22.4443,28.1322,21.6756,-1.9216,0001104659-22-106532,tm2227545d1_ex99-1.htm,earnings_exhibit,55484,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NCLH_000110465922106532_tm2227545d1_ex99-1.htm.txt,18,
S000119,2022Q4,NCNO,2022-11-30,$100M-$500M,weak,-1,-1,1,0,2022-12-01,26.120001,0.7657,0.7657,1.1868,9.1884,1.6462,0001902733-22-000035,thirdquarterfy23earningspr.htm,earnings_exhibit,27048,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NCNO_000190273322000035_thirdquarterfy23earningspr.htm.txt,18,
S000120,2022Q4,NEO,2022-11-08,$100M-$500M,weak,-4,-1,-1,-1,2022-11-09,8.890000,15.2981,13.8358,32.0585,12.0360,36.7829,0001077183-22-000169,a99-109302022earningsrelea.htm,earnings_exhibit,29790,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NEO_000107718322000169_a99-109302022earningsrelea.htm.txt,18,
S000121,2022Q4,NET,2022-11-03,$100M-$500M,weak,-2,-1,1,-1,2022-11-04,47.000000,11.0851,-1.4894,-7.9787,-8.4681,34.6596,0001477333-22-000059,q322exhibit991.htm,earnings_exhibit,35884,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NET_000147733322000059_q322exhibit991.htm.txt,18,
S000122,2022Q4,NFE,2022-11-08,$500M-$1B,weak,-4,-1,-1,-1,2022-11-09,54.410000,-13.1226,-12.1301,-18.9855,-28.5425,-25.5100,0001749723-22-000042,nfe-09302022x8xkex991.htm,earnings_exhibit,48851,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NFE_000174972322000042_nfe-09302022x8xkex991.htm.txt,18,
S000123,2022Q4,NNBR,2022-11-01,$100M-$500M,weak,-1,-1,1,0,2022-11-02,2.550000,-23.5294,-23.5294,-30.1961,-39.6078,-19.2157,0000918541-22-000119,pressrelease2022-q3.htm,earnings_exhibit,27113,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NNBR_000091854122000119_pressrelease2022-q3.htm.txt,18,
S000124,2022Q4,NRDS,2022-11-02,$100M-$500M,weak,-1,-1,-1,1,2022-11-03,11.930000,7.2087,11.6513,0.0838,-19.1953,0.5029,0001625278-22-000169,earningsreleaseq3fy22.htm,earnings_exhibit,19737,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NRDS_000162527822000169_earningsreleaseq3fy22.htm.txt,18,
S000125,2022Q4,NTNX,2022-11-30,$1B-$2B,weak,-2,-1,-1,0,2022-12-01,29.080000,11.6575,-0.6190,-9.5598,-4.7111,-2.0977,0001157523-22-001693,a52988982ex99_1.htm,earnings_exhibit,31509,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NTNX_000115752322001693_a52988982ex99_1.htm.txt,18,
S000126,2022Q4,NTRA,2022-11-08,$100M-$500M,weak,-1,-1,-1,0,2022-11-09,43.740002,-19.3187,-14.9749,-12.8029,-16.3923,4.9840,0001104659-22-115934,tm2229989d1_ex99-2.htm,earnings_exhibit,18934,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NTRA_000110465922115934_tm2229989d1_ex99-2.htm.txt,18,
S000127,2022Q4,OFIX,2022-10-11,$100M-$500M,mixed,0,-1,1,1,2022-10-12,14.790000,-3.1102,9.6011,21.0277,36.6464,27.1805,0001193125-22-260160,d407558dex991.htm,earnings_exhibit,17763,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/OFIX_000119312522260160_d407558dex991.htm.txt,18,
S000128,2022Q4,OII,2022-10-26,$500M-$1B,mixed,2,-1,1,1,2022-10-27,12.220000,16.3666,21.2766,17.8396,42.4714,62.0295,0000073756-22-000114,exhibit_991x8kx3qx2022.htm,earnings_exhibit,36383,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/OII_000007375622000114_exhibit_991x8kx3qx2022.htm.txt,18,
S000129,2022Q4,OKTA,2022-11-30,$500M-$1B,weak,-1,-1,1,0,2022-12-01,61.955002,10.5480,9.6602,12.2589,11.7101,15.3095,0001660134-22-000055,okta-10312022_ex991.htm,earnings_exhibit,26893,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/OKTA_000166013422000055_okta-10312022_ex991.htm.txt,18,
S000130,2022Q4,ONC,2022-11-09,$500M-$1B,weak,-4,-1,-1,-1,2022-11-10,186.110001,4.5887,2.9552,9.7738,32.1530,34.3077,0001651308-22-000208,exhibit991-q32022earningsr.htm,earnings_exhibit,27551,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ONC_000165130822000208_exhibit991-q32022earningsr.htm.txt,18,
S000131,2022Q4,OSCR,2022-11-08,$500M-$1B,weak,-1,-1,2,-1,2022-11-09,2.910000,0.6873,-3.4364,-7.9038,-9.9656,32.3024,0001568651-22-000054,oscr-3q22xpressrelease.htm,earnings_exhibit,37292,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/OSCR_000156865122000054_oscr-3q22xpressrelease.htm.txt,18,
S000132,2022Q4,OUT,2022-11-03,$500M-$1B,mixed,0,-1,1,1,2022-11-04,17.377048,5.8962,7.5472,3.5967,-3.4788,23.8797,0001579877-22-000078,ex9913q22earningsrelease.htm,earnings_exhibit,38835,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/OUT_000157987722000078_ex9913q22earningsrelease.htm.txt,18,
S000133,2022Q4,PANW,2022-11-17,$2B-$10B,mixed,2,-1,2,-1,2022-11-18,85.639999,0.0642,-6.1303,-12.1205,-17.0948,0.4320,0001327567-22-000035,ex991q123earningsrelease.htm,earnings_exhibit,19712,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PANW_000132756722000035_ex991q123earningsrelease.htm.txt,18,
S000134,2022Q4,PAR,2022-11-09,$100M-$500M,weak,-4,-1,-1,-1,2022-11-10,22.170000,11.0510,9.9233,3.2025,18.6288,62.3816,0000708821-22-000079,ex991earningsreleasesept30.htm,earnings_exhibit,29315,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PAR_000070882122000079_ex991earningsreleasesept30.htm.txt,18,
S000135,2022Q4,PARR,2022-11-02,$2B-$10B,mixed,2,-1,1,0,2022-11-03,22.440001,4.8574,6.5508,-6.7291,-1.6934,18.1818,0000821483-22-000071,a20220930991earningsreleas.htm,earnings_exhibit,39005,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PARR_000082148322000071_a20220930991earningsreleas.htm.txt,18,
S000136,2022Q4,PAYO,2022-11-09,$100M-$500M,mixed,0,-1,1,-1,2022-11-10,7.200000,-25.9722,-25.0000,-20.8333,-25.6944,-18.7500,0001558370-22-017152,payo-20221109xex99d1.htm,earnings_exhibit,23651,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PAYO_000155837022017152_payo-20221109xex99d1.htm.txt,18,
S000137,2022Q4,PBI,2022-11-01,$1B-$2B,mixed,2,-1,1,1,2022-11-02,3.320000,1.5060,10.8434,18.9759,21.0843,29.8193,0001157523-22-001450,a52956607ex99_1.htm,earnings_exhibit,20236,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PBI_000115752322001450_a52956607ex99_1.htm.txt,18,
S000138,2022Q4,PD,2022-12-01,$100M-$500M,mixed,0,-1,-1,0,2022-12-02,23.820000,7.1369,12.5945,8.6062,25.0630,24.1394,0001568100-22-000047,pagerdutyq3fy23earningspre.htm,earnings_exhibit,29800,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PD_000156810022000047_pagerdutyq3fy23earningspre.htm.txt,18,
S000139,2022Q4,PEG,2022-10-31,$2B-$10B,weak,-1,-1,2,-1,2022-11-01,56.400002,3.3511,2.5709,7.0922,10.0177,8.3333,0001193125-22-273334,d408496dex991.htm,earnings_exhibit,36586,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PEG_000119312522273334_d408496dex991.htm.txt,18,
S000140,2022Q4,PEGA,2022-10-26,$500M-$1B,mixed,1,-1,-1,1,2022-10-27,17.815001,-9.0654,5.4448,1.1507,-6.8201,5.6694,0001013857-22-000174,q32022_ex-991.htm,earnings_exhibit,20862,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PEGA_000101385722000174_q32022_ex-991.htm.txt,18,
